皮肤ID,卡牌组ID,皮肤图片,皮肤图片名,下牌动画,提示文字,皮肤显示时间,是否是特殊异画皮肤,外框名,异画皮肤ICON点击TIPS,异画ICON文件名,皮肤短描述,皮肤长描述,获取途径,升级解锁皮肤等级,异画标记图片名,获得方式,部署音效,死亡音效,皮肤录像
340931,34093,flapping_fan,礼扇,,,2024|10|20|0|0|0,0,skin_dec,,,法老们权利和地位的象征,,,1,,,,,
360931,36093,flapping_fan,礼扇,,,2024|10|20|0|0|0,0,skin_dec,,,法老们权利和地位的象征,,,1,,,,,
349121,34912,evildragon_sword,邪龙之剑,,,2030|1|1|0|0|0,0,skin_dec,,,巨龙的龙鳞做成的剑，出剑的一瞬就有巨大的压迫感,,,1,,,,,
190293,19029,bighunter_special2,福斯特-山峦行军,legend_skin_bighunter,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,福斯特-山峦行军,skin_bighunter_2,越过山丘和森林，那边是更高的天空,,,2,special_legend,,,,bighunter_special2
150732,15073,mysterious_believer_special1,神秘信徒-繁星之慧,special_skin,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,神秘信徒-繁星之慧,skin_mysterious_believer,信徒们也是信奉不同的神的，就比如为世间带来恐惧的狂热者——繁星之慧教团,,,2,special_epic,,,,
190581,19058,synthetic_monster_lv1,合成怪兽,,,2024|10|20|0|0|0,0,skin_dec,,,神秘地带的奇美拉，身上散发着五彩斑斓的耀眼颜色,,,1,,,,,
110851,11085,scorching_hellhound_lv1,灼热地狱犬,,,2024|10|20|0|0|0,0,skin_dec,,,打倒它后要立马逃走！因为他会爆炸！,,,1,,,,,
130841,13084,altitude_dragon_lv1,高空云龙,,,2024|10|20|0|0|0,0,skin_dec,,,深空云层中的龙，全身由云组成，来无影去无踪,,,1,,,,,
140861,14086,doghead_mummy_lv1,狗头木乃伊,,,2023|12|25|0|0|0,0,skin_dec,,,历代法老墓穴的守墓人,,,1,,,,,
120911,12091,lost_drums_lv3,顽石幼狼·β型,,,2024|10|20|0|0|0,0,skin_dec,,,“就决定是你啦！顽石幼狼·β型！”,,,1,,,,,
150861,15086,wall_rat_lv1,墙中巨鼠,,,2024|10|20|0|0|0,0,skin_dec,,,在污浊的下水道中生存巨大老鼠，打洞，然后吃掉弱小的怪兽,,,1,,,,,
129131,12913,general_niu_lv1,牛将军,,,2030|1|1|0|0|0,0,skin_dec,,,跟随着牛将军！冲啊！！,,,1,,,,,
390171,39017,blackangel_staff,无光之杖,,,2024|10|20|0|0|0,0,skin_dec,,,漆黑地图中散发着深蓝色微弱光芒的武器,,,1,,,,,
231091,23109,chlorophyte,叶绿盾,,,2024|10|20|0|0|0,0,skin_dec,,,带着它，让绿色的植物保护着你,,,1,,,,,
241091,24109,chlorophyte,叶绿盾,,,2024|10|20|0|0|0,0,skin_dec,,,带着它，让绿色的植物保护着你,,,1,,,,,
261091,26109,chlorophyte,叶绿盾,,,2024|10|20|0|0|0,0,skin_dec,,,带着它，让绿色的植物保护着你,,,1,,,,,
310941,31094,attack_claw,攻击之爪,,,2024|10|20|0|0|0,0,skin_dec,,,攻击之爪能有效的打击敌人,,,1,,,,,
320941,32094,attack_claw,攻击之爪,,,2024|10|20|0|0|0,0,skin_dec,,,攻击之爪能有效的打击敌人,,,1,,,,,
340941,34094,attack_claw,攻击之爪,,,2024|10|20|0|0|0,0,skin_dec,,,攻击之爪能有效的打击敌人,,,1,,,,,
350941,35094,attack_claw,攻击之爪,,,2024|10|20|0|0|0,0,skin_dec,,,攻击之爪能有效的打击敌人,,,1,,,,,
360941,36094,attack_claw,攻击之爪,,,2024|10|20|0|0|0,0,skin_dec,,,攻击之爪能有效的打击敌人,,,1,,,,,
400591,40059,real_eye,邪龙之眼,,,2024|10|20|0|0|0,0,skin_dec,,,邪龙的眼睛，拿在手上能感觉到涌出源源不断的魔力,,,1,,,,,
190591,19059,sheron_whistleblower_lv1,舍伦的告密者,,,2024|10|20|0|0|0,0,skin_dec,,,“嘘！！千…千万别告诉她我在这里”,,,1,,,,,
110861,11086,minotaur_labyrinth_lv1,迷宫的弥诺陶洛斯,,,2024|10|20|0|0|0,0,skin_dec,,,守护迷宫的牛头人，这把斧头可以扫除一切的敌人,,,1,,,,,
130851,13085,fishmon_lv3,鱼猫守护者·β型,,,2024|10|20|0|0|0,0,skin_dec,,,油亮的表皮让魔法物品无法附着。,,,1,,,,,
140871,14087,funeral_dog_lv1,陪葬狗,,,2024|10|20|0|0|0,0,skin_dec,,,法老们生前喜欢的宠物,,,1,,,,,
120921,12092,flying_mummy_lv1,翱翔木乃伊,,,2024|10|20|0|0|0,0,skin_dec,,,能天空中自由翱翔木乃伊，常常作为皇宫附近的侦察兵,,,1,,,,,
150871,15087,dark_dragon_lv1,暗影邪龙,,,2024|10|20|0|0|0,0,skin_dec,,,邪龙的力量碾压一切，邪龙的力量蔑视一切,,,1,,,,,
119131,11913,cursed_knight_lv1,诅咒骑士 加拉哈德,,,2030|1|1|0|0|0,0,skin_dec,,,带有诅咒之力的骑士，无论受到多重的伤都能站起来,,,1,,,,,
499061,49906,curse_babe,诅咒人偶,,,2024|10|20|0|0|0,0,skin_dec,,,“嘻嘻，大哥哥，这个玩偶给你”,,,1,,,,,
320951,32095,golden_cross,金色十字架,,,2024|10|20|0|0|0,0,skin_dec,,,人偶牧师手中的十字架，具有神圣的治疗能力,,,1,,,,,
330951,33095,golden_cross,金色十字架,,,2024|10|20|0|0|0,0,skin_dec,,,人偶牧师手中的十字架，具有神圣的治疗能力,,,1,,,,,
340951,34095,golden_cross,金色十字架,,,2024|10|20|0|0|0,0,skin_dec,,,人偶牧师手中的十字架，具有神圣的治疗能力,,,1,,,,,
360951,36095,golden_cross,金色十字架,,,2024|10|20|0|0|0,0,skin_dec,,,人偶牧师手中的十字架，具有神圣的治疗能力,,,1,,,,,
320961,32096,crystal_watch,水晶怀表,,,2024|10|20|0|0|0,0,skin_dec,,,打碎它！牌士！你能获得很多的水晶！,,,1,,,,,
350961,35096,crystal_watch,水晶怀表,,,2024|10|20|0|0|0,0,skin_dec,,,打碎它！牌士！你能获得很多的水晶！,,,1,,,,,
360961,36096,crystal_watch,水晶怀表,,,2024|10|20|0|0|0,0,skin_dec,,,打碎它！牌士！你能获得很多的水晶！,,,1,,,,,
320971,32097,general_pistol,一般手枪,,,2024|10|20|0|0|0,0,skin_dec,,,一把普通的手枪，带有蓄力功能，你问我手枪为什么有蓄力？大概设计者觉得这样比较酷吧,,,1,,,,,
340971,34097,general_pistol,一般手枪,,,2024|10|20|0|0|0,0,skin_dec,,,一把普通的手枪，带有蓄力功能，你问我手枪为什么有蓄力？大概设计者觉得这样比较酷吧,,,1,,,,,
360971,36097,general_pistol,一般手枪,,,2024|10|20|0|0|0,0,skin_dec,,,一把普通的手枪，带有蓄力功能，你问我手枪为什么有蓄力？大概设计者觉得这样比较酷吧,,,1,,,,,
319111,31911,bloodthirsty_sword,嗜血之剑,,,2030|1|1|0|0|0,0,skin_dec,,,由鲜血喂养的剑，其中的怨念和诅咒早已超乎想象,,,1,,,,,
360981,36098,bloodthirsty_sword,嗜血之剑·复制物,,,2030|1|1|0|0|0,0,skin_dec,,,由鲜血喂养的剑，其中的怨念和诅咒早已超乎想象,,,1,,,,,
190532,19053,crying_angel_special1,哭泣天使-凝视,legend_skin_crying_angel,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,哭泣天使-凝视,skin_crying_angel,看着她，千万别眨眼！当心，千万要当心！哭泣天使无处不在,,,2,special_legend,,,,crying_angel_special1
140154,14015,kingmushrhum_special1,王子蘑菇-雨过天晴,special_skin,通行证任务解锁,2023|4|20|0|0|0,1,skin_dec2,王子蘑菇-雨过天晴,skin_kingmushrhum_2,绿色的草地，清醒的空气，还有帅气的王子蘑菇,,,2,special_epic,,,,
190601,19060,anna_bill_lv1,诅咒娃娃 安娜贝尔,,,2024|10|20|0|0|0,0,skin_dec,,,“我在这里，我在这里，不，我在你身后哦！”,,,1,,,,,
110871,11087,triglodite_lv3_md,绿穴居人·β型,,,2024|10|20|0|0|0,0,skin_dec,,,“记住，用尖的那头捅。”--绿穴居人队长,,,1,,,,,
130861,13086,sighs_wall_lv1,叹息之壁,,,2024|10|20|0|0|0,0,skin_dec,,,它经过的地方生灵涂炭，失去色彩,,,1,,,,,
140881,14088,mountain_dragon_lv1,密林山龙,,,2024|10|20|0|0|0,0,skin_dec,,,和山峦融为一体的龙，你很难辨别出哪里是山，哪里是它,,,1,,,,,
120931,12093,bachelor_mummy_lv1,学士木乃伊,,,2024|10|20|0|0|0,0,skin_dec,,,木乃伊中的智库，常常为法老出谋划策,,,1,,,,,
150881,15088,night_bacteria_lv1,暗夜菌人,,,2023|10|16|0|0|0,0,skin_dec,,,藏在深夜的森林中他们伪装成菌类，月光下靓丽的颜色吸引来众多无知的旅人,,,1,,,,,
390181,39018,fice_sword,冰与火之剑,,,2024|1|25|0|0|0,0,skin_dec,,,拥有着极寒之力和炙热之力的魔剑，能够穿透一切防御,,,1,,,,,
310991,31099,faucet_stick,龙头棒,,,2024|10|20|0|0|0,0,skin_dec,,,“别打到自己人了！很痛的！”,,,1,,,,,
340991,34099,faucet_stick,龙头棒,,,2024|10|20|0|0|0,0,skin_dec,,,“别打到自己人了！很痛的！”,,,1,,,,,
360991,36099,faucet_stick,龙头棒,,,2024|10|20|0|0|0,0,skin_dec,,,“别打到自己人了！很痛的！”,,,1,,,,,
211101,21110,general_clothes,一般衣服,,,2024|10|20|0|0|0,0,skin_dec,,,一件普通的衣服，一般来说可以阻挡一些来自外部的攻击,,,1,,,,,
221101,22110,general_clothes,一般衣服,,,2024|10|20|0|0|0,0,skin_dec,,,一件普通的衣服，一般来说可以阻挡一些来自外部的攻击,,,1,,,,,
231101,23110,general_clothes,一般衣服,,,2024|10|20|0|0|0,0,skin_dec,,,一件普通的衣服，一般来说可以阻挡一些来自外部的攻击,,,1,,,,,
241101,24110,general_clothes,一般衣服,,,2024|10|20|0|0|0,0,skin_dec,,,一件普通的衣服，一般来说可以阻挡一些来自外部的攻击,,,1,,,,,
251101,25110,general_clothes,一般衣服,,,2024|10|20|0|0|0,0,skin_dec,,,一件普通的衣服，一般来说可以阻挡一些来自外部的攻击,,,1,,,,,
261101,26110,general_clothes,一般衣服,,,2024|10|20|0|0|0,0,skin_dec,,,一件普通的衣服，一般来说可以阻挡一些来自外部的攻击,,,1,,,,,
400601,40060,poison_cloud,毒云,,,2024|10|20|0|0|0,0,skin_dec,,,在爆炸之后观测者只看到了绿色的粘液,,,1,,,,,
139121,13912,elf_scholar_lv1,精灵学者 艾丝,,,2030|1|1|0|0|0,0,skin_dec,,,永恒图书馆的精灵族管理员，十万本魔法书的管理者,,,1,,,,,
190611,19061,blue_butterfly_lv1,井之蓝蝶,,,2024|10|20|0|0|0,0,skin_dec,,,被人用魔法剑杀害并丢弃在井中的女性，重生的她能用剑斩断一切魔法,,,1,,,,,
110881,11088,twohead_goblin_lv1,双头哥布林,,,2024|10|20|0|0|0,0,skin_dec,,,“别打我！“你在看哪儿？看这里”,,,1,,,,,
130871,13087,rain_girl_lv1,雨中女郎,,,2024|10|20|0|0|0,0,skin_dec,,,雨夜时分，在夜色中等待着什么的女性,,,1,,,,,
140891,14089,rushing_cat_lv1,扑食猫,,,2024|10|20|0|0|0,0,skin_dec,,,前世是一只老虎，现在是一只…...猫,,,1,,,,,
120941,12094,glow_dragon_lv1,辉光飞龙,,,2024|10|20|0|0|0,0,skin_dec,,,拥有着光辉光芒的龙，守护着千万的金银财宝,,,1,,,,,
150891,15089,mad_dwarf_2_lv3,恶灵矮人·β型,,,2024|10|20|0|0|0,0,skin_dec,,,矮人对矿石的执念即使死亡也无法消灭。,,,1,,,,,
390191,39019,bloody_sickle,血腥镰刀,,,2024|10|20|0|0|0,0,skin_dec,,,被他击败的敌人就连灵魂都不会剩下,,,1,,,,,
311001,31100,magic_counter,魔法反击者,,,2024|10|20|0|0|0,0,skin_dec,,,能反击魔法的强力之剑！,,,1,,,,,
321001,32100,magic_counter,魔法反击者,,,2024|10|20|0|0|0,0,skin_dec,,,能反击魔法的强力之剑！,,,1,,,,,
341001,34100,magic_counter,魔法反击者,,,2024|10|20|0|0|0,0,skin_dec,,,能反击魔法的强力之剑！,,,1,,,,,
351001,35100,magic_counter,魔法反击者,,,2024|10|20|0|0|0,0,skin_dec,,,能反击魔法的强力之剑！,,,1,,,,,
361001,36100,magic_counter,魔法反击者,,,2024|10|20|0|0|0,0,skin_dec,,,能抵御魔法的强力之盾！,,,1,,,,,
211111,21111,magic_defenser,魔法制御者,,,2024|10|20|0|0|0,0,skin_dec,,,能抵御魔法的强力之盾！,,,1,,,,,
221111,22111,magic_defenser,魔法制御者,,,2024|10|20|0|0|0,0,skin_dec,,,能抵御魔法的强力之盾！,,,1,,,,,
231111,23111,magic_defenser,魔法制御者,,,2024|10|20|0|0|0,0,skin_dec,,,能抵御魔法的强力之盾！,,,1,,,,,
241111,24111,magic_defenser,魔法制御者,,,2024|10|20|0|0|0,0,skin_dec,,,能抵御魔法的强力之盾！,,,1,,,,,
251111,25111,magic_defenser,魔法制御者,,,2024|10|20|0|0|0,0,skin_dec,,,能抵御魔法的强力之盾！,,,1,,,,,
261111,26111,magic_defenser,魔法制御者,,,2024|10|20|0|0|0,0,skin_dec,,,能抵御魔法的强力之盾！,,,1,,,,,
400611,40061,stone_cone,石锥,,,2024|10|20|0|0|0,0,skin_dec,,,用它！消灭！怪兽！,,,1,,,,,
339131,33913,advanced_magic,高等魔力学,,,2030|1|1|0|0|0,0,skin_dec,,,一般人看不懂的魔法书，用高等精灵文撰写而成,,,1,,,,,
190542,19054,tesla_special1,电磁狂人-特斯拉,legend_skin_tesla,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,电磁狂人-特斯拉,skin_tesla,这就是特斯拉线圈的强力电力！！！,,,2,special_legend,,,,tesla_special1
140652,14065,crazy_turkey_special1,逃命的三头火鸡,special_skin,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,逃命的三头火鸡,skin_crazy_turkey,“别打了，别打了，屁股都中箭了！”,,,2,special_epic,,,,
400621,40062,wrath_gods,便捷性·众神之怒,,,2030|1|1|0|0|0,0,skin_dec,,,真难想象，小小的水晶中蕴藏着堪比众神愤怒的力量,,,1,,,,,
190621,19062,passionate_clown_lv1,热情小丑,,,2024|10|20|0|0|0,0,skin_dec,,,过于热情的小丑一定要小心,,,1,,,,,
110891,11089,ash_giant_lv1,灰烬巨人,,,2024|10|20|0|0|0,0,skin_dec,,,在灰烬中重生的不一定是凤凰，也有可能是巨人,,,1,,,,,
130881,13088,mechanic_lantern_lv1,机械可塑性提灯,,,2024|10|20|0|0|0,0,skin_dec,,,“哒，哒，哒，哒。”幽静狭长的走廊中他又走过来了,,,1,,,,,
140901,14090,butterbat_lv3,奶油蝙蝠·β型,,,2024|10|20|0|0|0,0,skin_dec,,,它们散发甜美的奶油气息吸引猎物,,,1,,,,,
120951,12095,glider_champion_lv1,滑翔翼冠军,,,2024|10|20|0|0|0,0,skin_dec,,,我就是空中的冠军！,,,1,,,,,
150901,15090,wetland_witch_lv1,湿地巫婆,,,2024|10|20|0|0|0,0,skin_dec,,,要来个苹果吗？,,,1,,,,,
499071,49907,rejoice_grail,欢欣圣杯,,,2024|10|20|0|0|0,0,skin_dec,,,圣杯中间盛满了甘露，等待人们分享他的喜悦,,,1,,,,,
311011,31101,electric_whip,电鞭,,,2024|10|20|0|0|0,0,skin_dec,,,千万别被我打中了，打中那可是很疼的,,,1,,,,,
331011,33101,electric_whip,电鞭,,,2024|10|20|0|0|0,0,skin_dec,,,千万别被我打中了，打中那可是很疼的,,,1,,,,,
361011,36101,electric_whip,电鞭,,,2024|10|20|0|0|0,0,skin_dec,,,千万别被我打中了，打中那可是很疼的,,,1,,,,,
321021,32102,evil_eye,邪恶之眼,,,2024|10|20|0|0|0,0,skin_dec,,,不要与邪恶之眼对视！,,,1,,,,,
351021,35102,evil_eye,邪恶之眼,,,2024|10|20|0|0|0,0,skin_dec,,,不要与邪恶之眼对视！,,,1,,,,,
361021,36102,evil_eye,邪恶之眼,,,2024|10|20|0|0|0,0,skin_dec,,,不要与邪恶之眼对视！,,,1,,,,,
221121,22112,fragile_crossbow,易碎的弩,,,2024|10|20|0|0|0,0,skin_dec,,,优秀东西总会有一些不可避免的缺点,,,1,,,,,
231121,23112,fragile_crossbow,易碎的弩,,,2024|10|20|0|0|0,0,skin_dec,,,优秀东西总会有一些不可避免的缺点,,,1,,,,,
261121,26112,fragile_crossbow,易碎的弩,,,2024|10|20|0|0|0,0,skin_dec,,,优秀东西总会有一些不可避免的缺点,,,1,,,,,
190631,19063,laplace_lv1,拉普拉斯的贤者,,,2024|10|20|0|0|0,0,skin_dec,,,虔诚的信徒们快看啊！我们的贤者降临了！,,,1,,,,,
110901,11090,electromagnetic_ball_lv1,电磁球,,,2024|10|20|0|0|0,0,skin_dec,,,特斯拉电磁实验的副产物，会爆炸的人工智能机器人,,,1,,,,,
130891,13089,seabed_man_lv1,海底石头人,,,2024|10|20|0|0|0,0,skin_dec,,,屹立在海底的奇怪的石头雕像，也许是上古文明的奇特产物,,,1,,,,,
140911,14091,skeleton_treant_lv1,骷髅树人,,,2024|10|20|0|0|0,0,skin_dec,,,会让触碰者流血+中毒的骷髅树人,,,1,,,,,
120961,12096,fox_guide_lv3,狐狸射手·β型,,,2024|10|20|0|0|0,0,skin_dec,,,“我再射他一箭就走！”,,,1,,,,,
150911,15091,evil_bomb_lv1,恶灵炸弹,,,2024|10|20|0|0|0,0,skin_dec,,,恶灵炸弹会悄悄的跟在受害者的身后，当他转头的时候….BOOM！,,,1,,,,,
129141,12914,judithia_lv1,裁定者 朱蒂提亚,,,2030|1|1|0|0|0,0,skin_dec,,,“秩序和正义在我这里得到最好的体现”,,,1,,,,,
149301,14930,nekohime_lv1,猫姬,,,2023|1|1|0|0|0,0,skin_dec,,,隐居者深山的舞姬·猫姬，她的剑舞闻名天下,,,1,,,,,
139131,13913,veteran_milo_lv1,老兵Milo,special_skin,,2030|1|1|0|0|0,0,skin_dec,,,当屠龙者Milo击败恶龙回到冰山城堡之后…,,,1,,,,,
390201,39020,double_blade,双头刃,,,2024|10|20|0|0|0,0,skin_dec,,,你可以用这头攻击，也可以用那头攻击，这就是双头刃的魅力,,,1,,,,,
321031,32103,dagger_gun,匕首枪,,,2024|10|20|0|0|0,0,skin_dec,,,兵不厌诈，说的就是这把匕首（枪）,,,1,,,,,
341031,34103,dagger_gun,匕首枪,,,2024|10|20|0|0|0,0,skin_dec,,,兵不厌诈，说的就是这把匕首（枪）,,,1,,,,,
361031,36103,dagger_gun,匕首枪,,,2024|10|20|0|0|0,0,skin_dec,,,兵不厌诈，说的就是这把匕首（枪）,,,1,,,,,
231131,23113,dragon_shield,双龙盾,,,2024|10|20|0|0|0,0,skin_dec,,,使用龙的力量来防御特殊状态,,,1,,,,,
241131,24113,dragon_shield,双龙盾,,,2024|10|20|0|0|0,0,skin_dec,,,使用龙的力量来防御特殊状态,,,1,,,,,
261131,26113,dragon_shield,双龙盾,,,2024|10|20|0|0|0,0,skin_dec,,,使用龙的力量来防御特殊状态,,,1,,,,,
400631,40063,adrenaline,肾上腺素,,,2024|10|20|0|0|0,0,skin_dec,,,“嘿兄弟！来一针肾上腺素吧！”,,,1,,,,,
329141,32914,ruler_sword,裁定者之剑,,,2030|1|1|0|0|0,0,skin_dec,,,朱蒂提亚的爱剑，用来裁决一切罪恶之人,,,1,,,,,
110632,11063,sparrow_soldier_special1,麻雀列兵 通讯兵,special_skin,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec,麻雀列兵 通讯兵,skin_sparrow_soldier,“报告长官！战场前线的情报已经到了！”,,,2,special_epic,,,,
190363,19036,nemo_special2,乘风破浪 尼摩,legend_skin_nemo,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,乘风破浪 尼摩,skin_nemo_2,“我的船员们！我们已经穿越了最恶劣的暴风雨，前方等待着我们的就是新世界了！”,,,2,special_legend,,,,nemo_special2
190641,19064,ice_wendigo_lv1,冰霜之下的温迪戈,,,2024|10|20|0|0|0,0,skin_dec,,,行走在寒冰森林中的食人鬼，随着时间的流逝他会越来越强,,,1,,,,,
110911,11091,armed_goblin_lv1,重装哥布林,,,2024|10|20|0|0|0,0,skin_dec,,,装备着重装武器的哥布林，但是没有武器的话就没有用了,,,1,,,,,
130901,13090,spiked_flake_lv3,尖刺雪灵·β型,,,2024|10|20|0|0|0,0,skin_dec,,,美丽的东西都带刺。,,,1,,,,,
140921,14092,wind_cruiser_lv1,巡风信使,,,2024|10|20|0|0|0,0,skin_dec,,,乘着风为每家每户送信的小信使,,,1,,,,,
120971,12097,mechanical_bee_lv1,机械蜜蜂,,,2024|10|20|0|0|0,0,skin_dec,,,一只机械做的蜜蜂，常常用作间谍行为,,,1,,,,,
150921,15092,siren_head_lv1,警笛头,,,2024|10|20|0|0|0,0,skin_dec,,,一个高大神秘的类人生物，以其古怪的外表和由他脑袋发出的各种各样的声音而闻名,,,1,,,,,
499081,49908,gift_bomb,礼品·炸弹,,,2024|10|20|0|0|0,0,skin_dec,,,“嘿！我送你一个礼物怎么样？”,,,1,,,,,
231141,23114,steel_armor,寂静之铠,,,2024|10|20|0|0|0,0,skin_dec,,,对魔法有着极具抗性的盔甲,,,1,,,,,
241141,24114,steel_armor,寂静之铠,,,2024|10|20|0|0|0,0,skin_dec,,,对魔法有着极具抗性的盔甲,,,1,,,,,
261141,26114,steel_armor,寂静之铠,,,2024|10|20|0|0|0,0,skin_dec,,,对魔法有着极具抗性的盔甲,,,1,,,,,
311041,31104,nail_gloves,重钉手套,,,2024|10|20|0|0|0,0,skin_dec,,,拳头上有着钉子，能打出成吨的伤害,,,1,,,,,
321041,32104,nail_gloves,重钉手套,,,2024|10|20|0|0|0,0,skin_dec,,,拳头上有着钉子，能打出成吨的伤害,,,1,,,,,
341041,34104,nail_gloves,重钉手套,,,2024|10|20|0|0|0,0,skin_dec,,,拳头上有着钉子，能打出成吨的伤害,,,1,,,,,
351041,35104,nail_gloves,重钉手套,,,2024|10|20|0|0|0,0,skin_dec,,,拳头上有着钉子，能打出成吨的伤害,,,1,,,,,
361041,36104,nail_gloves,重钉手套,,,2024|10|20|0|0|0,0,skin_dec,,,拳头上有着钉子，能打出成吨的伤害,,,1,,,,,
321051,32105,ice_bow,寒冰之弓,,,2024|10|20|0|0|0,0,skin_dec,,,一定能打中的敌人的寒冰之弓,,,1,,,,,
341051,34105,ice_bow,寒冰之弓,,,2024|10|20|0|0|0,0,skin_dec,,,一定能打中的敌人的寒冰之弓,,,1,,,,,
361051,36105,ice_bow,寒冰之弓,,,2024|10|20|0|0|0,0,skin_dec,,,一定能打中的敌人的寒冰之弓,,,1,,,,,
190651,19065,tiger_warrior_lv1,白虎战士,,,2024|10|20|0|0|0,0,skin_dec,,,这点小伎俩就别在我面前卖弄了！,,,1,,,,,
110921,11092,headless_lv3,无头骑士·β型,,,2024|10|20|0|0|0,0,skin_dec,,,“头颅！是荣耀！但我的荣耀呢？”,,,1,,,,,
130911,13091,flying_fish_lv1,飞鱼,,,2024|10|20|0|0|0,0,skin_dec,,,喜欢追逐海浪的飞鱼，双翼蕴藏了大量的魔力。,,,1,,,,,
140931,14093,twin_archer_lv1,双子弓手,,,2024|10|20|0|0|0,0,skin_dec,,,“嘿！你在看哪里，是在找我们吗？”,,,1,,,,,
120981,12098,relic_hermitcrab_lv1,遗迹寄居蟹,,,2024|10|20|0|0|0,0,skin_dec,,,将整个上古遗迹占为己有的寄居蟹，似乎在遗迹的影响下拥有了神秘的力量。,,,1,,,,,
